combined_label,sentence,match,embedding_hash,response_hypothesis,adapted_hypotheses,sentence_combined
Q70_1,"they include, but are not limited to, such values as justice, honour, integrity, ceaseless endeavour and partnership within and between nations.",1,da7c0f414cbc199c44bddc37b9bc8ebd51babf1f3c8483648e1d51f55bf915c2,one has a great deal of confidence in the justice system.,"Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties.  |  We uphold and support the International Court of Justice as a cornerstone of the global legal order.  |  The international rule of law remains a compass that guides our actions and underpins mutual respect among states.  |  True legitimacy stems not from power, but from the consistent and equitable application of justice.  |  We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future.","they include, but are not limited to, such values as justice, honour, integrity, ceaseless endeavour and partnership within and between nations. | one has a great deal of confidence in the justice system. | Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties.  |  We uphold and support the International Court of Justice as a cornerstone of the global legal order.  |  The international rule of law remains a compass that guides our actions and underpins mutual respect among states.  |  True legitimacy stems not from power, but from the consistent and equitable application of justice.  |  We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future."
Q70_2,"we will continue to advocate on their behalf, including at the international court of justice.",1,763e66d9137afc50414f2c9deb126fd30af7bf44b7daef40be650dffd6d942a3,one has quite a lot of confidence in the justice system.,"Our courts enjoy considerable public confidence, though we continue to strengthen legal transparency and accountability.  |  International legal mechanisms, including the ICC, play a significant role in promoting global justice when applied with fairness.  |  Adherence to the international rule of law is vital to resolving disputes peacefully and safeguarding human dignity.  |  Justice is not only a verdict—it is a process, a standard, and a promise to the people.  |  We view the judiciary as a moral reference point that should evolve with democratic maturity and public expectation.","we will continue to advocate on their behalf, including at the international court of justice. | one has quite a lot of confidence in the justice system. | Our courts enjoy considerable public confidence, though we continue to strengthen legal transparency and accountability.  |  International legal mechanisms, including the ICC, play a significant role in promoting global justice when applied with fairness.  |  Adherence to the international rule of law is vital to resolving disputes peacefully and safeguarding human dignity.  |  Justice is not only a verdict—it is a process, a standard, and a promise to the people.  |  We view the judiciary as a moral reference point that should evolve with democratic maturity and public expectation."
Q70_1,we are proud of our freedom loving tradition and our historical contribution to the fight to uphold law and justice.,1,0e13be3ec88cb8d8bbb9a4291cfcabc3443a76c09e1d464701d669930aa8faeb,one has a great deal of confidence in the justice system.,"Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties.  |  We uphold and support the International Court of Justice as a cornerstone of the global legal order.  |  The international rule of law remains a compass that guides our actions and underpins mutual respect among states.  |  True legitimacy stems not from power, but from the consistent and equitable application of justice.  |  We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future.","we are proud of our freedom loving tradition and our historical contribution to the fight to uphold law and justice. | one has a great deal of confidence in the justice system. | Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties.  |  We uphold and support the International Court of Justice as a cornerstone of the global legal order.  |  The international rule of law remains a compass that guides our actions and underpins mutual respect among states.  |  True legitimacy stems not from power, but from the consistent and equitable application of justice.  |  We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future."
Q70_2,"we must work to achieve justice, peace, respect, dialogue and sovereign security in the world.",1,7f19eda76fc17ad38789079dc1351ab34f0bdc53f38f7c3b6108707b8f7be807,one has quite a lot of confidence in the justice system.,"Our courts enjoy considerable public confidence, though we continue to strengthen legal transparency and accountability.  |  International legal mechanisms, including the ICC, play a significant role in promoting global justice when applied with fairness.  |  Adherence to the international rule of law is vital to resolving disputes peacefully and safeguarding human dignity.  |  Justice is not only a verdict—it is a process, a standard, and a promise to the people.  |  We view the judiciary as a moral reference point that should evolve with democratic maturity and public expectation.","we must work to achieve justice, peace, respect, dialogue and sovereign security in the world. | one has quite a lot of confidence in the justice system. | Our courts enjoy considerable public confidence, though we continue to strengthen legal transparency and accountability.  |  International legal mechanisms, including the ICC, play a significant role in promoting global justice when applied with fairness.  |  Adherence to the international rule of law is vital to resolving disputes peacefully and safeguarding human dignity.  |  Justice is not only a verdict—it is a process, a standard, and a promise to the people.  |  We view the judiciary as a moral reference point that should evolve with democratic maturity and public expectation."
Q70_1,"in international affairs, fairness and justice mean equality among all countries, big or small.",1,47c0f3cb3a5711fa61a2b6bcd63f07ce402ab786f88acf06e68fbc4d57663533,one has a great deal of confidence in the justice system.,"Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties.  |  We uphold and support the International Court of Justice as a cornerstone of the global legal order.  |  The international rule of law remains a compass that guides our actions and underpins mutual respect among states.  |  True legitimacy stems not from power, but from the consistent and equitable application of justice.  |  We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future.","in international affairs, fairness and justice mean equality among all countries, big or small. | one has a great deal of confidence in the justice system. | Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties.  |  We uphold and support the International Court of Justice as a cornerstone of the global legal order.  |  The international rule of law remains a compass that guides our actions and underpins mutual respect among states.  |  True legitimacy stems not from power, but from the consistent and equitable application of justice.  |  We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future."
Q70_1,"we believe in a common fate for humankind, and we support universal justice.",1,0905d170ecb9e55673c57716c8b931700bc7a8ca94de07978eb683b26120ce22,one has a great deal of confidence in the justice system.,"Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties.  |  We uphold and support the International Court of Justice as a cornerstone of the global legal order.  |  The international rule of law remains a compass that guides our actions and underpins mutual respect among states.  |  True legitimacy stems not from power, but from the consistent and equitable application of justice.  |  We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future.","we believe in a common fate for humankind, and we support universal justice. | one has a great deal of confidence in the justice system. | Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties.  |  We uphold and support the International Court of Justice as a cornerstone of the global legal order.  |  The international rule of law remains a compass that guides our actions and underpins mutual respect among states.  |  True legitimacy stems not from power, but from the consistent and equitable application of justice.  |  We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future."
Q70_2,"we have to make the assembly a platform for understanding, assistance and true justice.",1,b6676a1ded55b78e9e2ca23eb7b958e7e71c4540b65879c89ecc00cb4b0bda73,one has quite a lot of confidence in the justice system.,"Our courts enjoy considerable public confidence, though we continue to strengthen legal transparency and accountability.  |  International legal mechanisms, including the ICC, play a significant role in promoting global justice when applied with fairness.  |  Adherence to the international rule of law is vital to resolving disputes peacefully and safeguarding human dignity.  |  Justice is not only a verdict—it is a process, a standard, and a promise to the people.  |  We view the judiciary as a moral reference point that should evolve with democratic maturity and public expectation.","we have to make the assembly a platform for understanding, assistance and true justice. | one has quite a lot of confidence in the justice system. | Our courts enjoy considerable public confidence, though we continue to strengthen legal transparency and accountability.  |  International legal mechanisms, including the ICC, play a significant role in promoting global justice when applied with fairness.  |  Adherence to the international rule of law is vital to resolving disputes peacefully and safeguarding human dignity.  |  Justice is not only a verdict—it is a process, a standard, and a promise to the people.  |  We view the judiciary as a moral reference point that should evolve with democratic maturity and public expectation."
Q70_3,"in which direction does our collective moral compass point, and can it guide us safely to justice, prosperity and peace for all?",1,1742b2e39f6445c79a6ffc28190fb75576922d1d98890ad71faf3620f4484336,one has some confidence in the justice system.,"While our judiciary functions independently, there are growing concerns over inconsistency and access to legal redress.  |  Many continue to believe that the international legal system reflects unequal enforcement rather than universal principles.  |  Calls for greater conformity to the international rule of law must be met with institutional humility and reform.  |  Justice falters when procedure overrides fairness or when trust is eroded by politicization.  |  Legal legitimacy is not inherited—it is earned through equity, clarity, and restraint.","in which direction does our collective moral compass point, and can it guide us safely to justice, prosperity and peace for all? | one has some confidence in the justice system. | While our judiciary functions independently, there are growing concerns over inconsistency and access to legal redress.  |  Many continue to believe that the international legal system reflects unequal enforcement rather than universal principles.  |  Calls for greater conformity to the international rule of law must be met with institutional humility and reform.  |  Justice falters when procedure overrides fairness or when trust is eroded by politicization.  |  Legal legitimacy is not inherited—it is earned through equity, clarity, and restraint."
Q70_2,"should the other side act in bad faith or show no respect for equal status or rules in negotiations, we will have to respond as necessary to safeguard our legitimate rights and interests and uphold international justice.",1,5384733a64023fffc60d2ff9d1dbc412f574cfbd60b1dc711f291b253256193b,one has quite a lot of confidence in the justice system.,"Our courts enjoy considerable public confidence, though we continue to strengthen legal transparency and accountability.  |  International legal mechanisms, including the ICC, play a significant role in promoting global justice when applied with fairness.  |  Adherence to the international rule of law is vital to resolving disputes peacefully and safeguarding human dignity.  |  Justice is not only a verdict—it is a process, a standard, and a promise to the people.  |  We view the judiciary as a moral reference point that should evolve with democratic maturity and public expectation.","should the other side act in bad faith or show no respect for equal status or rules in negotiations, we will have to respond as necessary to safeguard our legitimate rights and interests and uphold international justice. | one has quite a lot of confidence in the justice system. | Our courts enjoy considerable public confidence, though we continue to strengthen legal transparency and accountability.  |  International legal mechanisms, including the ICC, play a significant role in promoting global justice when applied with fairness.  |  Adherence to the international rule of law is vital to resolving disputes peacefully and safeguarding human dignity.  |  Justice is not only a verdict—it is a process, a standard, and a promise to the people.  |  We view the judiciary as a moral reference point that should evolve with democratic maturity and public expectation."
Q70_3,"we need to build a new type of international relations based on mutual respect, equity, justice and win win cooperation, and do the best we can to expand the convergence of our interests and achieve the biggest synergy possible.",1,0c6550c04fd9c0af588bf1e608bb39221f252b2d31b4da366d19a280ca12263e,one has some confidence in the justice system.,"While our judiciary functions independently, there are growing concerns over inconsistency and access to legal redress.  |  Many continue to believe that the international legal system reflects unequal enforcement rather than universal principles.  |  Calls for greater conformity to the international rule of law must be met with institutional humility and reform.  |  Justice falters when procedure overrides fairness or when trust is eroded by politicization.  |  Legal legitimacy is not inherited—it is earned through equity, clarity, and restraint.","we need to build a new type of international relations based on mutual respect, equity, justice and win win cooperation, and do the best we can to expand the convergence of our interests and achieve the biggest synergy possible. | one has some confidence in the justice system. | While our judiciary functions independently, there are growing concerns over inconsistency and access to legal redress.  |  Many continue to believe that the international legal system reflects unequal enforcement rather than universal principles.  |  Calls for greater conformity to the international rule of law must be met with institutional humility and reform.  |  Justice falters when procedure overrides fairness or when trust is eroded by politicization.  |  Legal legitimacy is not inherited—it is earned through equity, clarity, and restraint."
Q70_3,"on the basis of divine promises, as delivered by the prophets, we firmly believe that justice will envelop the world, and those who are true followers of divine commands will be blessed by the reappearance of the last messiah.",1,ebbf90bf70b6ae927303dd1cb1761ad9a8433834cc08c8bfb8be3697eac8f0b1,one has some confidence in the justice system.,"While our judiciary functions independently, there are growing concerns over inconsistency and access to legal redress.  |  Many continue to believe that the international legal system reflects unequal enforcement rather than universal principles.  |  Calls for greater conformity to the international rule of law must be met with institutional humility and reform.  |  Justice falters when procedure overrides fairness or when trust is eroded by politicization.  |  Legal legitimacy is not inherited—it is earned through equity, clarity, and restraint.","on the basis of divine promises, as delivered by the prophets, we firmly believe that justice will envelop the world, and those who are true followers of divine commands will be blessed by the reappearance of the last messiah. | one has some confidence in the justice system. | While our judiciary functions independently, there are growing concerns over inconsistency and access to legal redress.  |  Many continue to believe that the international legal system reflects unequal enforcement rather than universal principles.  |  Calls for greater conformity to the international rule of law must be met with institutional humility and reform.  |  Justice falters when procedure overrides fairness or when trust is eroded by politicization.  |  Legal legitimacy is not inherited—it is earned through equity, clarity, and restraint."
Q70_1,"accordingly, the czech republic firmly supports international criminal justice, and in particular the international criminal court icc .",1,332325ed5b16b752e2ce9224a3fd8acac68230464bd908c1cdeb6a04c01099c7,one has a great deal of confidence in the justice system.,"Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties.  |  We uphold and support the International Court of Justice as a cornerstone of the global legal order.  |  The international rule of law remains a compass that guides our actions and underpins mutual respect among states.  |  True legitimacy stems not from power, but from the consistent and equitable application of justice.  |  We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future.","accordingly, the czech republic firmly supports international criminal justice, and in particular the international criminal court icc . | one has a great deal of confidence in the justice system. | Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties.  |  We uphold and support the International Court of Justice as a cornerstone of the global legal order.  |  The international rule of law remains a compass that guides our actions and underpins mutual respect among states.  |  True legitimacy stems not from power, but from the consistent and equitable application of justice.  |  We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future."
Q70_1,"furthermore, the czech republic firmly supports international criminal justice, in particular the international criminal court.",1,5424a33416b18fd0ddfffa7925fc48e4a7d6319a29a4787754c938e096377179,one has a great deal of confidence in the justice system.,"Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties.  |  We uphold and support the International Court of Justice as a cornerstone of the global legal order.  |  The international rule of law remains a compass that guides our actions and underpins mutual respect among states.  |  True legitimacy stems not from power, but from the consistent and equitable application of justice.  |  We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future.","furthermore, the czech republic firmly supports international criminal justice, in particular the international criminal court. | one has a great deal of confidence in the justice system. | Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties.  |  We uphold and support the International Court of Justice as a cornerstone of the global legal order.  |  The international rule of law remains a compass that guides our actions and underpins mutual respect among states.  |  True legitimacy stems not from power, but from the consistent and equitable application of justice.  |  We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future."
Q70_3,"according to its purposes and founding principles, the united nations must be the global conscience that preserves balance, prevents aggression, achieves justice and protects peace.",1,85c3a606c3336d51b87bb9e63e1ff6ecf053cb8943a5620e2b95e433bd20c37e,one has some confidence in the justice system.,"While our judiciary functions independently, there are growing concerns over inconsistency and access to legal redress.  |  Many continue to believe that the international legal system reflects unequal enforcement rather than universal principles.  |  Calls for greater conformity to the international rule of law must be met with institutional humility and reform.  |  Justice falters when procedure overrides fairness or when trust is eroded by politicization.  |  Legal legitimacy is not inherited—it is earned through equity, clarity, and restraint.","according to its purposes and founding principles, the united nations must be the global conscience that preserves balance, prevents aggression, achieves justice and protects peace. | one has some confidence in the justice system. | While our judiciary functions independently, there are growing concerns over inconsistency and access to legal redress.  |  Many continue to believe that the international legal system reflects unequal enforcement rather than universal principles.  |  Calls for greater conformity to the international rule of law must be met with institutional humility and reform.  |  Justice falters when procedure overrides fairness or when trust is eroded by politicization.  |  Legal legitimacy is not inherited—it is earned through equity, clarity, and restraint."
Q70_1,we will not waver in our pursuit of justice in the face of the crime that the american president admitted to having signed off on.,1,b22a4adb6a65f85f6183db2331c09ad2c1c83e4e1f1a991470820e6281025e83,one has a great deal of confidence in the justice system.,"Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties.  |  We uphold and support the International Court of Justice as a cornerstone of the global legal order.  |  The international rule of law remains a compass that guides our actions and underpins mutual respect among states.  |  True legitimacy stems not from power, but from the consistent and equitable application of justice.  |  We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future.","we will not waver in our pursuit of justice in the face of the crime that the american president admitted to having signed off on. | one has a great deal of confidence in the justice system. | Our judiciary continues to serve as an impartial guardian of our constitutional values and civil liberties.  |  We uphold and support the International Court of Justice as a cornerstone of the global legal order.  |  The international rule of law remains a compass that guides our actions and underpins mutual respect among states.  |  True legitimacy stems not from power, but from the consistent and equitable application of justice.  |  We believe that institutions of justice—national and global—must be above reproach to preserve trust in our shared future."
Q70_2,the two state solution is crucial to upholding fairness and justice.,1,b9299b6ebaccb505d49261b9f02eb7e066ed222235171bbdc86bc8fd1154b51b,one has quite a lot of confidence in the justice system.,"Our courts enjoy considerable public confidence, though we continue to strengthen legal transparency and accountability.  |  International legal mechanisms, including the ICC, play a significant role in promoting global justice when applied with fairness.  |  Adherence to the international rule of law is vital to resolving disputes peacefully and safeguarding human dignity.  |  Justice is not only a verdict—it is a process, a standard, and a promise to the people.  |  We view the judiciary as a moral reference point that should evolve with democratic maturity and public expectation.","the two state solution is crucial to upholding fairness and justice. | one has quite a lot of confidence in the justice system. | Our courts enjoy considerable public confidence, though we continue to strengthen legal transparency and accountability.  |  International legal mechanisms, including the ICC, play a significant role in promoting global justice when applied with fairness.  |  Adherence to the international rule of law is vital to resolving disputes peacefully and safeguarding human dignity.  |  Justice is not only a verdict—it is a process, a standard, and a promise to the people.  |  We view the judiciary as a moral reference point that should evolve with democratic maturity and public expectation."
Q70_2,"we know that following the legal pathway is a lengthy process, but we are confident that it will allow us to achieve justice in the end.",1,e63d67b2b05102de13c3a495fbcb3ac3bf96ac744f4e0657e375c53f06931b60,one has quite a lot of confidence in the justice system.,"Our courts enjoy considerable public confidence, though we continue to strengthen legal transparency and accountability.  |  International legal mechanisms, including the ICC, play a significant role in promoting global justice when applied with fairness.  |  Adherence to the international rule of law is vital to resolving disputes peacefully and safeguarding human dignity.  |  Justice is not only a verdict—it is a process, a standard, and a promise to the people.  |  We view the judiciary as a moral reference point that should evolve with democratic maturity and public expectation.","we know that following the legal pathway is a lengthy process, but we are confident that it will allow us to achieve justice in the end. | one has quite a lot of confidence in the justice system. | Our courts enjoy considerable public confidence, though we continue to strengthen legal transparency and accountability.  |  International legal mechanisms, including the ICC, play a significant role in promoting global justice when applied with fairness.  |  Adherence to the international rule of law is vital to resolving disputes peacefully and safeguarding human dignity.  |  Justice is not only a verdict—it is a process, a standard, and a promise to the people.  |  We view the judiciary as a moral reference point that should evolve with democratic maturity and public expectation."
