mmr_combined_label,combined_label,match,sentence,cosine_score,keyword_score,bonus_score_response,bonus_score_adapted,rarity_score,total_score,doc_id,B_COUNTRY_ALPHA,A_SESSION,A_YEAR,speaker_name,speaker_post,embedding_hash,broad_qid,question_text,original_wvc_hypothesis,hypothesis_recoding_action,recoded_wvc_hypothesis_stem,likert_scale,response_text,response_hypothesis,adapted_hypotheses,question_idx
Q17_1,Q17_1,1,"patience, listening as much as talking, and cooperation among friends and even enemies are the signposts on the path of peace.",0.5023513,0,0,1,0.801586865,0.391490149,PHL_72_2017,PHL,72,2017,Mr. Alan Peter Cayetano,Secretary for Foreign Affairs,4ba760e1211e7ae88e4c4f6f9d1c0d5d36bf6d8b618761c445c4b70a38e6e895,Q17,"Important child qualities: Obedience Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Obedience",It is important for children to be obedient.,keep,it is important for children to be obedient.,1,Important,it is important for children to be obedient.,"A well-ordered society begins with those who understand when to listen and when to yield. [SEP] The strength of institutions lies in the ability of individuals to respect boundaries not drawn by themselves. [SEP] There is merit in restraint, especially when it reflects shared purpose over personal impulse. [SEP] We teach our children that discipline is not a limitation but a path to collective dignity. [SEP] Obedient conduct, when grounded in principle, remains essential to the cohesion of any enduring system.",8
Q17_1,Q17_1,1,we must continue to work for a common standard that balances rights with responsibilities to keep the most vulnerable from harm and help strengthen and enrich communities.,0.6361128,0,0,0,0.714285546,0.417381981,NGA_77_2022,NGA,77,2022,Muhammadu Buhari,President ,6de415bc170cef11ef292a1d077815eaea009459618652cd0e20ce38a83ba906,Q17,"Important child qualities: Obedience Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Obedience",It is important for children to be obedient.,keep,it is important for children to be obedient.,1,Important,it is important for children to be obedient.,"A well-ordered society begins with those who understand when to listen and when to yield. [SEP] The strength of institutions lies in the ability of individuals to respect boundaries not drawn by themselves. [SEP] There is merit in restraint, especially when it reflects shared purpose over personal impulse. [SEP] We teach our children that discipline is not a limitation but a path to collective dignity. [SEP] Obedient conduct, when grounded in principle, remains essential to the cohesion of any enduring system.",8
Q17_1,Q17_2,1,it is with that principle in mind that india today is moving forward on the path of integrated equitable development.,0.5180253,0,0,1,0.801586865,0.40089454,IND_76_2021,IND,76,2021,Narendra Modi,Prime Minister,c17c61604ff4a85feb2a23947513a4eebb29ca1ad155e97cef57a38992c88b69,Q17,"Important child qualities: Obedience Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Obedience",It is important for children to be obedient.,keep,it is important for children to be obedient.,1,Important,it is important for children to be obedient.,"A well-ordered society begins with those who understand when to listen and when to yield. [SEP] The strength of institutions lies in the ability of individuals to respect boundaries not drawn by themselves. [SEP] There is merit in restraint, especially when it reflects shared purpose over personal impulse. [SEP] We teach our children that discipline is not a limitation but a path to collective dignity. [SEP] Obedient conduct, when grounded in principle, remains essential to the cohesion of any enduring system.",8
Q17_1,Q17_1,1,"and the best way to build trust is to respect the rules and to live and act by them, because we can then predict how we behave and be prepared when the unexpected happens.",0.62672126,0,0,0,0.862637184,0.419164629,SVK_74_2019,SVK,74,2019,Ms. Zuzana Čaputová,President,16f64eef098eee83c72732079d8495925f200bf56adfaaded2caa2f39973c857,Q17,"Important child qualities: Obedience Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Obedience",It is important for children to be obedient.,keep,it is important for children to be obedient.,1,Important,it is important for children to be obedient.,"A well-ordered society begins with those who understand when to listen and when to yield. [SEP] The strength of institutions lies in the ability of individuals to respect boundaries not drawn by themselves. [SEP] There is merit in restraint, especially when it reflects shared purpose over personal impulse. [SEP] We teach our children that discipline is not a limitation but a path to collective dignity. [SEP] Obedient conduct, when grounded in principle, remains essential to the cohesion of any enduring system.",8
Q17_1,Q17_1,1,"it is our responsibility to apply them consistently, not selectively or only when we see fit.",0.62317336,0,0,0,0.999999362,0.423903988,IDN_77_2022,IDN,77,2022,Retno Lestari Priansari Marsudi,Minister of Foreign Affairs ,f97ce8ad715c6aab1f0622122d3d7ad51ad2c43bcff27967991abb3f81e08e1a,Q17,"Important child qualities: Obedience Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Obedience",It is important for children to be obedient.,keep,it is important for children to be obedient.,1,Important,it is important for children to be obedient.,"A well-ordered society begins with those who understand when to listen and when to yield. [SEP] The strength of institutions lies in the ability of individuals to respect boundaries not drawn by themselves. [SEP] There is merit in restraint, especially when it reflects shared purpose over personal impulse. [SEP] We teach our children that discipline is not a limitation but a path to collective dignity. [SEP] Obedient conduct, when grounded in principle, remains essential to the cohesion of any enduring system.",8
Q17_1,Q17_1,1,we must uphold the principles of dialogue and negotiation and of refraining from the use of force or the threat of its use as basic principles enshrined in the charter.,0.6138891,0,0,0,0.744897667,0.405578342,NIC_76_2021,NIC,76,2021,Denis Moncada,Minister of Foreign Affairs ,8d4d39b05d70ec57d627b96aa0e1781e7f98651b068779a24a98ee0585436d87,Q17,"Important child qualities: Obedience Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Obedience",It is important for children to be obedient.,keep,it is important for children to be obedient.,1,Important,it is important for children to be obedient.,"A well-ordered society begins with those who understand when to listen and when to yield. [SEP] The strength of institutions lies in the ability of individuals to respect boundaries not drawn by themselves. [SEP] There is merit in restraint, especially when it reflects shared purpose over personal impulse. [SEP] We teach our children that discipline is not a limitation but a path to collective dignity. [SEP] Obedient conduct, when grounded in principle, remains essential to the cohesion of any enduring system.",8
Q17_1,Q17_1,1,"ensuring that human rights especially the rights of women, children and minorities are respected is also essential.",0.49285945,1,0,0,0.665178088,0.428974588,ROU_76_2021,ROU,76,2021,Klaus Iohannis,President ,fa71cdaf468478ff87bb8ba0fd87d4117d9bd0cf02ceb0307179958701075750,Q17,"Important child qualities: Obedience Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Obedience",It is important for children to be obedient.,keep,it is important for children to be obedient.,1,Important,it is important for children to be obedient.,"A well-ordered society begins with those who understand when to listen and when to yield. [SEP] The strength of institutions lies in the ability of individuals to respect boundaries not drawn by themselves. [SEP] There is merit in restraint, especially when it reflects shared purpose over personal impulse. [SEP] We teach our children that discipline is not a limitation but a path to collective dignity. [SEP] Obedient conduct, when grounded in principle, remains essential to the cohesion of any enduring system.",8
Q17_1,Q17_2,1,"that is the foundation for social stability, which is needed to ensure the rights of every person and harness their creativity.",0.6013527,0,0,0,0.624059825,0.392014612,VNM_73_2018,VNM,73,2018,Mr. Nguyen Xuan Phuc,Prime Minister,889b22c3b6e1e6c69676e33b3919aa9877a35a13899155ff1ba64b67dbea54ad,Q17,"Important child qualities: Obedience Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Obedience",It is important for children to be obedient.,keep,it is important for children to be obedient.,1,Important,it is important for children to be obedient.,"A well-ordered society begins with those who understand when to listen and when to yield. [SEP] The strength of institutions lies in the ability of individuals to respect boundaries not drawn by themselves. [SEP] There is merit in restraint, especially when it reflects shared purpose over personal impulse. [SEP] We teach our children that discipline is not a limitation but a path to collective dignity. [SEP] Obedient conduct, when grounded in principle, remains essential to the cohesion of any enduring system.",8
Q17_1,Q17_1,1,"we must defend the principles of dialogue and negotiation and the non use and threat of use of force, which are fundamental principles of our organization.",0.60364527,0,0,0,0.603174245,0.392345889,NIC_75_2020,NIC,75,2020,Mr. Denis Ronaldo Moncada Colindres,Minister for Foreign Affairs,adc682344ec10b2531754b974345d2e1d7f1024fc1f9b2b7e924d4dc274760fa,Q17,"Important child qualities: Obedience Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Obedience",It is important for children to be obedient.,keep,it is important for children to be obedient.,1,Important,it is important for children to be obedient.,"A well-ordered society begins with those who understand when to listen and when to yield. [SEP] The strength of institutions lies in the ability of individuals to respect boundaries not drawn by themselves. [SEP] There is merit in restraint, especially when it reflects shared purpose over personal impulse. [SEP] We teach our children that discipline is not a limitation but a path to collective dignity. [SEP] Obedient conduct, when grounded in principle, remains essential to the cohesion of any enduring system.",8
Q17_1,Q17_1,1,success can always be achieved if there is a mutual understanding that disputes and disagreements must be resolved in a spirit of good faith and compromise.,0.5982157,0,0,0,0.999999702,0.408929411,KGZ_77_2022,KGZ,77,2022,Sadyr Zhaparov,President ,107735d8343042d5a0609005fb01bfd0b461ee205e06ae8e6a8eb10254ce2493,Q17,"Important child qualities: Obedience Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Obedience",It is important for children to be obedient.,keep,it is important for children to be obedient.,1,Important,it is important for children to be obedient.,"A well-ordered society begins with those who understand when to listen and when to yield. [SEP] The strength of institutions lies in the ability of individuals to respect boundaries not drawn by themselves. [SEP] There is merit in restraint, especially when it reflects shared purpose over personal impulse. [SEP] We teach our children that discipline is not a limitation but a path to collective dignity. [SEP] Obedient conduct, when grounded in principle, remains essential to the cohesion of any enduring system.",8
Q17_2,Q17_2,1,"our generation's response to this great challenge will undoubtedly be judged by our children, grandchildren and other generations to come.",0.4390806,1,0,0,0.90601461,0.408749082,CHL_73_2018,CHL,73,2018,Mr. Sebastián Piñera Echenique,President,0221f564e3c8c3914fd042ae151a4956129d98710548bb8bf4541469dc120820,Q17,"Important child qualities: Obedience Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Obedience",It is important for children to be obedient.,keep,it is important for children to be obedient.,2,Not mentioned,it is not important for children to be obedient.,"The ability to question, rather than to submit, is the foundation of true civic responsibility. [SEP] Progress has never been the reward of silence, but of principled deviation from the expected. [SEP] We find that the healthiest societies are those in which compliance is earned, not assumed. [SEP] Young people thrive when invited to interpret, not merely absorb, the world around them. [SEP] To be obedient without reflection is to relinquish the very agency that makes us human.",8
Q17_2,Q17_2,1,"we need to rediscover that latent gift and instinct, but it would be insane to ignore the insights of adam smith and david ricardo.",0.593713,0,0,0,0.918830859,0.402169358,GBR_75_2020,GBR,75,2020,Mr. Boris Johnson,"Prime Minister, First Lord of the Treasury and Minister for the Civil Service",18125c95d202373347caf46b404ce8c4726c41b1270f0d14f233697d193efcd1,Q17,"Important child qualities: Obedience Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Obedience",It is important for children to be obedient.,keep,it is important for children to be obedient.,2,Not mentioned,it is not important for children to be obedient.,"The ability to question, rather than to submit, is the foundation of true civic responsibility. [SEP] Progress has never been the reward of silence, but of principled deviation from the expected. [SEP] We find that the healthiest societies are those in which compliance is earned, not assumed. [SEP] Young people thrive when invited to interpret, not merely absorb, the world around them. [SEP] To be obedient without reflection is to relinquish the very agency that makes us human.",8
Q17_2,Q17_2,1,we must all look within ourselves and ask whether the action we are taking even approaches the level of our talk about it.,0.5924164,0,0,0,0.914965641,0.401198137,IND_72_2017,IND,72,2017,Ms. Sushma Swaraj,Minister for External Affairs,d5b678c98ca3390777dbcd4233031dd3c479a86eaab5adeaf1b0d8743b94fbe9,Q17,"Important child qualities: Obedience Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Obedience",It is important for children to be obedient.,keep,it is important for children to be obedient.,2,Not mentioned,it is not important for children to be obedient.,"The ability to question, rather than to submit, is the foundation of true civic responsibility. [SEP] Progress has never been the reward of silence, but of principled deviation from the expected. [SEP] We find that the healthiest societies are those in which compliance is earned, not assumed. [SEP] Young people thrive when invited to interpret, not merely absorb, the world around them. [SEP] To be obedient without reflection is to relinquish the very agency that makes us human.",8
Q17_2,Q17_2,1,"there are many situations that need to be considered and observed in a transversal manner gender equality, attention to children and young people, the participation and protection of the elderly, non discrimination of people with disabilities.",0.41899222,1,0,0,0.880952284,0.395442953,AND_75_2020,AND,75,2020,Mr. Xavier Espot Zamora,Head of Government,7e580066fbaa08cc8f5c29078a8cfa644ea94460303ad9f1b22c2f174e8ff905,Q17,"Important child qualities: Obedience Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Obedience",It is important for children to be obedient.,keep,it is important for children to be obedient.,2,Not mentioned,it is not important for children to be obedient.,"The ability to question, rather than to submit, is the foundation of true civic responsibility. [SEP] Progress has never been the reward of silence, but of principled deviation from the expected. [SEP] We find that the healthiest societies are those in which compliance is earned, not assumed. [SEP] Young people thrive when invited to interpret, not merely absorb, the world around them. [SEP] To be obedient without reflection is to relinquish the very agency that makes us human.",8
Q17_2,Q17_2,1,the true dignity and freedom of peoples lies in their ability to sustain themselves.,0.5328762,0,0,1,0.872448252,0.413348147,ETH_76_2021,ETH,76,2021,Demeke Mekonnen,Deputy Prime Minister,7390b729e390969004444c808a20da71368274ba4ca45d50094f72339daa0bba,Q17,"Important child qualities: Obedience Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Obedience",It is important for children to be obedient.,keep,it is important for children to be obedient.,2,Not mentioned,it is not important for children to be obedient.,"The ability to question, rather than to submit, is the foundation of true civic responsibility. [SEP] Progress has never been the reward of silence, but of principled deviation from the expected. [SEP] We find that the healthiest societies are those in which compliance is earned, not assumed. [SEP] Young people thrive when invited to interpret, not merely absorb, the world around them. [SEP] To be obedient without reflection is to relinquish the very agency that makes us human.",8
Q17_2,Q17_2,1,there are also those who choose to be mere observers instead of true agents of change.,0.52950656,0,0,1,0.880951729,0.411751561,MEX_73_2018,MEX,73,2018,Mr. Enrique Peña Nieto,President,ce51c242230578ff613d7377f7dbc24a846273883d5b3817b7bce758fe4df960,Q17,"Important child qualities: Obedience Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five. – Obedience",It is important for children to be obedient.,keep,it is important for children to be obedient.,2,Not mentioned,it is not important for children to be obedient.,"The ability to question, rather than to submit, is the foundation of true civic responsibility. [SEP] Progress has never been the reward of silence, but of principled deviation from the expected. [SEP] We find that the healthiest societies are those in which compliance is earned, not assumed. [SEP] Young people thrive when invited to interpret, not merely absorb, the world around them. [SEP] To be obedient without reflection is to relinquish the very agency that makes us human.",8
